food;ingredients;category;kitchen;food_url
Кофейно-банановый смузи от Starbucks;бананы, молоко 1%-ное, кофейный йогурт низкой жирности, молотая корица, молотый мускатный орех, мята;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kofejno-bananovij-smuzi-ot-starbucks-24993
Коктейль «Кир-рояль» (Kir Royal);сухое шампанское, черносмородиновый ликер;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-kir-rojal-kir-royal-41136
Итальянский горячий шоколад;сливки, аррорут, сахар, цедра апельсина, черный шоколад 70%-ный;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/italjanskij-gorjachij-shokolad-20771
Смузи из замороженной черники и голубики, апельсинов и фиников;голубика, замороженная черника, сушеные финики, апельсины, грецкие орехи;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-iz-zamorozhennoj-cherniki-golubiki-apelsinov-finikov-27006
Коктейль «Белый медведь»;сухое шампанское, водка;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-belij-medved-41138
Пинья-колада;ананас, кокосовые сливки, сахарный сироп, светлый ром, коктейльная вишня ;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/pinja-kolada-30248
Горячий густой шоколад;молоко, шоколад, крахмал;Напитки;Китайская кухня;https://eda.ru/recepty/napitki/goryachiy-gustoy-shokolad-34409
Лимонад с мятой и лаймом;вода, лайм, свежая мята, сахар, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/limonad-s-mjatoj-i-lajmom-18525
Грушевый лимонад с шалфеем;свежий шалфей, лайм, грушевый сок, газированная вода, колотый лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/grushevij-limonad-s-shalfeem-31802
Безалкогольный глинтвейн;виноградный сок, вода, цедра апельсина, лимонная цедра, яблоко, изюм, корица, гвоздика, кардамон, имбирь;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bezalkogolnij-glintvejn-31015
Коктейль «Белый медведь»;сухое шампанское, водка;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-belij-medved-41138
Пинья-колада;ананас, кокосовые сливки, сахарный сироп, светлый ром, коктейльная вишня ;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/pinja-kolada-30248
Рождественский эггног;яичный желток, молотая корица, молотый мускатный орех, гвоздика, ванильная эссенция, сливки 30%-ные, молоко, сахар, белый ром;Напитки;Американская кухня;https://eda.ru/recepty/napitki/rozhdestvenskij-jeggnog-20457
Клубничный молочный коктейль;клубника, сахар, молоко, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/klubnichnij-molochnij-koktejl-28186
Сливочный горячий шоколад;молоко 3,2%-ное, темный шоколад  55%, ванильный экстракт, маршмеллоу, молотая корица, молотый мускатный орех;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/slivochnij-gorjachij-shokolad-31035
Новогодний глинтвейн с цитрусовым ароматом и специями;анис (бадьян), красное сухое вино, палочки корицы, гвоздика, лимон, апельсины, коричневый сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/novogodnij-glintvejn-s-citrusovim-aromatom-specijami-26265
Дамская хреновуха;хрен, жидкий мед, лимонный сок, водка, чеснок, палочки корицы, черный перец горошком, стебель сельдерея;Напитки;Русская кухня;https://eda.ru/recepty/napitki/damskaya-hrenovuha-139899
Сливочное пиво с имбирем;светлый эль, яичный желток, сахар, сливочное масло, молотый мускатный орех, тертый имбирь, молотая гвоздика;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/slivochnoe-pivo-s-imbirem-33373
Классический безалкогольный мохито;минеральная вода с газом, лайм, свежая мята, сахар, лед;Напитки;Кубинская кухня;https://eda.ru/recepty/napitki/klassicheskiy-bezalkogolnyy-mohito-152548
Коктейль «Май-тай» (Mai Tai);темный ром, светлый ром, миндальный сироп, апельсиновый ликер, лайм, коктейльная вишня , мята;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-maj-taj-mai-tai-41041
